Name,AI-Driven,Category,Champion,Description,URL
Room AI,Yes,Design Creation,No,Design your dream home. Turn your ideas into professional interior designs with our easy-to-use AI software.,https://roomai.com/
Blueprints AI,Yes,Design Specification,Yes,"At Blueprints AI, we are revolutionizing the construction industry with artificial intelligence.
Leveraging advanced AI, Blueprints AI swiftly transforms minimal user input into detailed construction documents. Our innovative software cuts drafting time from months to minutes, delivering instant, modifiable blueprints that redefine construction planning efficiency.",https://www.blueprints-ai.com/
Sensori,No,Data Analysis,No,"Extract insights and knowledge from your sensor data. Represent your sensor data and gain valuable insights.
Based on photogrammetry, with Sensori you can also scan a space, make it into a point cloud to use for BIM later on.",http://sensori.cloud/
Photoleap (multiple tools),Yes,Design Creation,No,"Photoleap - powerful photo editing app. 
See also: Dream it, describe it & AI will create it. Describe any image you can imagine and watch our AI tool bring it to life in seconds. Link: https://www.photoleapapp.com/lp/pl-text-to-image/",https://www.photoleapapp.com/
Upscale.media (by PixelBin.io),Yes,Design Creation,Yes,Upscale Images with AI for FREE. Leverage AI technology to enhance your image quality. Sign up today to avail your first 3 credits!,https://www.upscale.media/
ChatGPT Plugins,Yes,Platform,Yes,"We’ve implemented initial support for plugins in ChatGPT. Plugins are tools designed specifically for language models with safety as a core principle, and help ChatGPT access up-to-date information, run computations, or use third-party services.",https://openai.com/blog/chatgpt-plugins
Sensat,No,Construction,No,"Described as 'Google Earth on steroids', Sensat's software brings information from different tools together, helping project teams to see their infrastructure project and more confidently make the right decisions.",https://www.sensat.co/
Picsi.AI,Yes,Design Creation,No,"Using Midjourney and the Picsi.AI by InsightFaceSwap Bot to create a personalized portrait. We have named this highly realistic portrait creation tool as Picsi.AI. You can use it for free, or head over to https://www.patreon.com/picsi to subscribe and access more features and higher usage limits.",https://github.com/deepinsight/insightface/tree/master/web-demos/swapping_discord
Need2Say,Yes,Construction,Yes,"Safety starts with effective communication. Eliminate language barriers that cause inefficiencies on your job site using our Need2Say Learning and Need2Say Chat mobile apps designed to help you reduce risks, improve productivity and increase profitability.",https://www.need2say.com/
Gyre,Yes,Design Creation,No,"Gyre is an AI art and image server designed to enable your frontends and tools to harness the power of AI art.
- Powerful. Gyre is fully featured, providing a wide range of capabilities including many that are unique.
- Open. Gyre is fully open source under the Apache 2.0 license, and based on the flexible and open HuggingFace Diffusers library.
- Compatible. Gyre provides GRPC and REST interfaces, based on the official stability.ai APIs with cross-compatible extensions to support the additional capabilities.
- Yours. You can run Gyre locally on your CUDA-enabled Nvidia GPU, in a Collab, or on a remote server.",https://gyre.ai/
Super Resolution API,Yes,Design Creation,No,"The Super Resolution API uses https://deepai.org/machine-learning-glossary-and-terms/machine-learning to clarify, sharpen, and upscale the photo without losing its content and defining characteristics. Blurry images are unfortunately common and are a problem for professionals and hobbyists alike. Super resolution uses machine learning techniques to upscale images in a fraction of a second.",https://deepai.org/machine-learning-model/torch-srgan
generative AI learning path,Yes,Learning,Yes,"This learning path guides you through a curated collection of content on generative AI products and technologies, from the fundamentals of Large Language Models to how to create and deploy generative AI solutions on Google Cloud.",https://www.cloudskillsboost.google/journeys/118
Archiroots (LEED Green Associate Course),No,Learning,Yes,"Not only is Shadi’s course the best course out there for LEED Green Associate Exam, taking you from a novice to an expert in only 2 weeks (30 min daily), but Shadi was kind enough to offer anyone who signs up through this list a 10% discount!

To get the discount, use the coupon code “stjepan10”.",https://archiroots.com/leed-green-associate-exam-preparation-guide/
ARES Commander,No,Design Specification,No,"With https://www.graebert.com/cad-software/ares-commander/ you can import and view Revit and IFC files, but most interestingly you can extract 2D drawings from them, extract the BIM information into tables and draw additional CAD details on top of the geometry acquired from the BIM project.",https://www.graebert.com/cad-software/ares-commander/
Metaroom (Amrax),Yes,AR/VR/MR,Yes,Rethink spatial planning. Create 3D models in a snap with the Metaroom app!,https://www.amrax.ai/
Vectorizer (.ai),Yes,Design Creation,No,Trace Pixels To Vectors in Full Color. Convert your JPEG and PNG bitmaps to SVG vectors quickly and easily. Fully Automatically. Using AI.,https://vectorizer.ai/
Superhuman,Yes,Assistant,Yes,The Fastest Email Experience Ever Made. AI-powered email built for high-performing teams. Get 4 hours back every week.,https://superhuman.com/
Forsight digital,Yes,Design Development,No,"Forsight determines healthcare facilities requirements quickly, so they perform the way you need now and in the of age digital health.
We use: • Evidence based medicine, • Demographics, • Disease incidence, • Experience plans, • Spatial standards, • Artificial Intelligence, • Your input generates the solution.",https://forsightdigital.com/
Amazon CodeWhisperer,Yes,Assistant,No,"Build applications faster and more securely with your AI coding companion. CodeWhisperer is trained on billions of lines of code and can generate code suggestions ranging from snippets to full functions in real time based on your comments and existing code. Bypass time-consuming coding tasks and accelerate building with unfamiliar APIs.
(similar to Microsoft Copilot)",https://aws.amazon.com/codewhisperer/
Pebble,Yes,Design Development,Yes,"Pebble empowers cities, real estate developers, and campuses to combine real time data with powerful mobility solutions to solve parking and mobility problems.",https://www.sidewalklabs.com/products/pebble
Lemonfox.ai,Yes,Assistant,No,"The Fast, Easy and Cheap OpenAI Alternative. Save 75% by using our LLM, chat and image APIs.",https://www.lemonfox.ai/
Make-A-Video,Yes,Design Creation,No,Make-A-Video is a state-of-the-art AI system that generates videos from text.,https://makeavideo.studio/
Augmenta,Yes,Design Specification,Yes,"Automated building design. A fully automated building design platform in the cloud, built from the ground up around Generative AI. It creates highly cost, labor, time and energy efficient designs that are fully code compliant, error-free and constructible. It enables a fundamentally new design process that empowers the construction industry to design and build sustainable housing, cities, and infrastructure at scale.",https://www.augmenta.ai/
Urbanly,No,Data Analysis,No,Turning huge amounts of data into actionable insights. Empowering decision-makers by combining expert domain knowledge with model-based algorithms in order to generate a dependable and evolving vision that helps to make informed decisions.,https://urbanly.org/
Digital Blue Foam,Yes,Design Development,Yes,"Geospatial data on every city, unparalleled user experience, a powerful design engine, and project analytics tools - in one fully web-based solution for sustainable design.",https://www.digitalbluefoam.com/
TestFit,Yes,Design Development,Yes,"Real Estate Feasibility platform with real-time insights to design, constructability, and cost for developers, architects, and general contractors.",https://testfit.io/
Skema (by Blue Ocean AEC),No,Design Specification,No,"Fast-forward your design process with Skema. Intuitively resolve site, context, massing, sustainability, blocking, stacking and proforma metrics.",https://www.blueoceanaec.com/skema
Eureka (NVIDIA),Yes,Robotics,Yes,AI agent uses LLMs to automatically generate reward algorithms to train robots to accomplish complex tasks. See also: https://blogs.nvidia.com/blog/2023/10/20/eureka-robotics-research/,https://eureka-research.github.io/
UrbanSim,No,PropTech,No,"Property feasibility made faster and easier. 
Test Multiple Sites In Seconds - Find Optimal Solutions, Maximize Development Potential, Access Legible Zoning Data, Evaluate on Your Own.",https://www.urbansim.com/real-estate
dreamlook.ai (by NyxAI),Yes,Design Creation,No,"NyxAI is building the tools for the next generation of GenAI-powered apps. Our dreamlook.ai platform speeds up Dreambooth finetuning, allowing developers to train text-to-image models in minutes, scaling up to 1000s of runs per day. https://www.linkedin.com/company/nyxai/",https://dreamlook.ai/
Vectorizer (.io),No,Design Creation,Yes,"Image Vectorizer - Convert raster images like PNGs, BMPs and JPEGs to scalable vector graphics (SVG, EPS, DXF).",https://www.vectorizer.io/
instaVerse,Yes,Platform,No,Create a 360-degree world using Blockade Labs' technology. This tool will generate a depth map from that 360-degree image and allow you to place a character in it. The character can then explore and interact within that world.,https://ilumineai.github.io/instaverse/
Arcartera,No,Platform,Yes,"Blockchain for the Architecture Engineering & Construction Industry. Put BIM Files to the Blockchain, Define Contractor Payments, Increase Security.",https://www.arcartera.com/
Preplan,Yes,Structural Design,No,Automate and optimize your structural design by characterizing the design challenge rather than solving it by repetitive drafting.,https://www.structure-pal.com/preplan
Planner5D,Yes,Design Specification,Yes,"Create your dream home. An advanced and easy-to-use 2D/3D home design tool. Home Design Made Easy
Just 3 easy steps for stunning results: 
1. Layout & Design (Use the 2D mode to create floor plans and design layouts with furniture and other home items, or switch to 3D to explore and edit your design from any angle.)
2. Furnish & Edit (Edit colors, patterns and materials to create unique furniture, walls, floors and more - even adjust item sizes to find the perfect fit.)
3. Visualize & Share (Use the Renders feature to capture your design as a realistic image - this adds shadows, lighting and rich colors to make your work look like a photograph!)",https://planner5d.com/
Gamma AR,Yes,AR/VR/MR,Yes,"BIM at your site with augmented reality. See how efficient your projects can be https://portal.gamma-ar.com/signup. Seamless integration with Autodesk, Procore, BIMcollab.",https://gamma-ar.com/
Sketch2Render,Yes,Design Creation,No,"Sketch2Render is an AI tool designed to convert hand-drawn sketches into renders. With Sketch2Render, users can visualize their ideas and transform them into a more tangible and immersive format. By leveraging advanced AI capabilities, Sketch2Render eliminates the need for complex and time-consuming manual modeling processes.",https://exp.graymatter.ai/
Muse AI,Yes,Design Creation,No,"Chat, generate & design without limit with Muse AI Photo editor. Instant Ideas, Infinite Designs with Muse AI — pen, brush, blend, asset, template, effect, filter, layer, tool, language, mask, clip, share & collaborate real time and much more…",https://www.creatosaurus.io/apps/muse
PlanFinder,Yes,Design Development,Yes,Draw Plans Faster. Draw apartment floorplans faster with the PlanFinder plugin.,https://www.planfinder.xyz/
Holo Builder,No,Surveying,No,"View all Your Reality Capture Data in one Platform. Easily capture, view, manage, and share project progress with 360° photos and 3D point clouds, enabling teams to stay on schedule and on budget.",https://www.holobuilder.com/
Magic3D,Yes,Design Creation,Yes,"Magic3D is a new text-to-3D content creation tool that creates 3D mesh models with unprecedented quality. Together with image conditioning techniques as well as prompt-based editing approach, we provide users with new ways to control 3D synthesis, opening up new avenues to various creative applications.",https://research.nvidia.com/labs/dir/magic3d/
NVIDIA Canvas,Yes,Design Creation,No,"Use AI to turn simple brushstrokes into realistic landscape images. Create backgrounds quickly, or speed up your concept exploration so you can spend more time visualizing ideas.",https://www.nvidia.com/en-us/studio/canvas/
Prewave,Yes,Data Analysis,No,"Supply Chain Risk Intelligence. Supplier monitoring for purchasing, supply chain and sustainability managers.",https://www.prewave.com/
Argyle,Yes,AR/VR/MR,Yes,"Jobsite Augmented Reality. Faster Construction. Fewer F*ups.
Argyle makes it easy to harness the power of Augmented Reality
from your first model through your final punch list.",https://www.argyle.build/
StructionSite,Yes,Construction,No,"Easily capture progress on the jobsite with https://www.structionsite.com/products/site-documentation. The solutions’ Site Documentation feature allows you to capture standard pictures, 360 photos, and videos that are mapped to your floor plan.  
Once the files are captured, StructionSite makes it easy to find photos easily with AI-powered capabilities—essentially enabling you to create a virtual jobsite that teams can access from anywhere.",https://www.structionsite.com/products/site-documentation
Revolve,No,Design Creation,Yes,"Revolve translates a 2D sketch into the profile for a cylindrical 3D form. Use the left canvas to draw your design, and watch as the 3d form appears on the right. Note that the left most part of the sketch will act as the axis which the profile will be spun around. Change the material, adjust the shadow placement, then download a png or obj of your design.",https://revolve-tool.vercel.app/
Match AI,Yes,Design Creation,Yes,"MATCHAI - AI COLOR GRADING APP. Copy. Paste. Color.
Match AI is a powerful web app that can copy the color grading from images so you can apply it to your own. Match AI is packed with unique features and creative tools that help you create stunning color faster and more intuitively than ever before.",https://www.color.io/match
DreamFusion,Yes,Design Creation,Yes,Text-to-3D using 2D Diffusion.,https://dreamfusion3d.github.io/
Latent Labs,Yes,Design Creation,Yes,"Reimagine Your Visual Designs with AI-Powered Creativity. Upload an image, and AI will reimagine it.",https://www.latentlabs.art/
Stillgram,Yes,Design Creation,No,Stillgram - the A.I. travel camera app that automatically removes people from your travel photos and urban shots.,https://apps.apple.com/app/stillgram-a-i-photo-camera/id1626807696
RoomPlan,No,PropTech,Yes,"Powered by ARKit, RoomPlan is a new Swift API that utilizes the camera and LiDAR Scanner on iPhone and iPad to create a 3D floor plan of a room, including key characteristics such as dimensions and types of furniture.",https://developer.apple.com/augmented-reality/roomplan/
AudioNotes,Yes,Assistant,Yes,Convert your random voice notes and unstructured text notes into structured text summaries using AI.,https://www.audionotes.app/
Stable Doodle (by Stability.ai),Yes,Design Creation,Yes,Transform your doodles into real images in seconds.,https://clipdrop.co/stable-doodle
ArchitectAI,Yes,Design Creation,No,"ArchitectAI™ transform your photos & sketches to super realistic renders in just a click, in seconds...",https://architectai.app/
Durable (AI Website Builder),Yes,Platform,Yes,Build a website in 30 seconds using artificial intelligence.,https://durable.co/ai-website-builder
Elise AI,Yes,PropTech,No,"The Most Advanced AI for Your Property. Our versatile, advanced AI assistant automatically answers emails, texts, and phone calls immediately. With Elise on your team, you'll never miss a prospect or a follow-up.",https://www.meetelise.com/
Disperse,Yes,Construction,No,"Track your site’s rate of progress at a glance:
→ Monitor whether the pace of work is increasing, decreasing or steady in each unit with intuitive icons.
→ Spot where and for how long spaces, trades or tasks have been stalling.
→ Stay on top of new issues and the rate at which issues are being closed.

Benefits:
→ Inform catch up plans by identifying areas or trades that are stalling.
→ Prioritize areas that need more attention across the building by understanding the scale of problems.
→ Track how many issues are getting closed to help decide where to allocate more resources.",https://www.disperse.io/
Facilio,No,Data Analysis,Yes,"Connected operations platform for smart buildings. Experience the future of portfolio scale operations and maintenance with Facilio’s unified O&M applications powered by a no-code, IoT overlay platform.",https://facilio.com/
HighArc,Yes,Design Specification,Yes,"The intelligent homebuilding platform.
Design, sell in 3D, and get permit-ready construction documents — all in one place.",https://higharc.com/
Binary Habitats,Yes,Design Development,No,We help you design faster and smarter. Binary Habitats has developed proprietary AI technology that enables architects to design faster and better. Our generative design workflow allows the team to generate thousands of design proposal to be evaluated against our https://en.wikipedia.org/wiki/Multi-objective_optimization matrix.,https://binaryhabitats.com/
Carbonaide,No,Data Analysis,Yes,Transforming CO2 intoa rock-solid concrete. Carbonaide provides award winning technology to utilize and store carbon dioxide in the precast concrete industry. Our mission is to turn concrete from a large emission source into a carbon sink.,https://carbonaide.com/
DreamStaging.AI,Yes,Design Creation,No,"Revolutionize Your Real Estate Marketing with AI-powered Virtual Staging solution. Unlock Endless Design Possibilities with Artificial Intelligence: AI-Generated Interiors in Minutes for Your Listings and Design Projects.
Upload a photo of an empty room and get dozens of professionally designed and furnished interior variations in minutes, across various styles and room types. AI-powered virtual staging can save you a lot of time by automating the process of creating virtual staging designs and allowing you to focus on other aspects of your business.",https://dreamstaging.ai/
Wonder-AI,Yes,Design Creation,No,"Become anyone you want! Create stunning AI portraits.
Transform your own ideas into unique pictures!",https://www.wonder-ai.com/
Neuralangelo (by NVIDIA),Yes,Surveying,Yes,"Neuralangelo, a new AI model by NVIDIA Research for 3D reconstruction using neural networks, turns 2D video clips into detailed 3D structures — generating lifelike virtual replicas of buildings, sculptures and other real-world objects.",https://research.nvidia.com/publication/2023-06_neuralangelo-high-fidelity-neural-surface-reconstruction
Raptor Solar,No,PropTech,Yes,"Raptor Solar is the go-to operating system for the solar industry, serving asset owners, financiers, operators, OEMs, and other solar-industry stakeholders. Bridge the gap between insight and action, maximize production and minimize downtime to increase the asset’s rate of return. The platform’s product suite can be customized to your organization’s needs, with functionality including:
• A dynamic, continuously-evolving digital twin, based on your as-built design and incorporating data layers from the sources you need to monitor and optimize asset performance, such as power production, irradiance, in-field equipment notes, and more
• Mobile app that connects the back office to the field, empowering field technicians with the tools they need to safely and efficiently remediate anomalies
• Inspection analytics that utilize our state-of-the-art machine learning technology, accurately identifying anomalies and producing actionable analytics and prioritization based on power production and revenue impact
• Automated warranty claims packages that are generated directly from the platform, reducing the manual labor and turnaround time to maximize uptime of your assets
• Serial numbers scanning directly into a geospatial data model to verify supply chains, streamline claims processes, claim tax incentives, and more
• Portfolio analytics and benchmarking, powered by Raptor Maps’ ever-growing dataset of 80+ GW, to understand how your portfolio performs across regions, capacity ranges, OEMs, and more",https://raptormaps.com/raptor-solar-software/
Open IFC Viewer,No,Platform,No,"Open IFC Viewer is a professional-grade IFC viewer developed by Open Design Alliance. Open Design Alliance builds SDKs for people who work with complex engineering data. They offer solutions for interoperability, visualization, cloud development, publishing and more.",https://openifcviewer.com/
Predium,No,PropTech,Yes,The platform for sustainable and profitable real estate management. Predium helps you to achieve your ESG goals faster and more cost-effectively.,https://en.predium.de/
KOPE,Yes,Platform,No,"KOPE Construct is our Product Application Platform enabling offsite construction through the instant exploration and integration of prefabricated products and systems directly within your projects.

KOPE Market is the leading marketplace for Offsite Construction, connecting builders, suppliers and consultants while showcasing the positive outcomes achieved by high quality projects and products.

KOPE Lab is our digital transformation and innovation team for the built environment and beyond. Combining deep knowledge of industry practices with new technologies, we are revolutionising the processes used within organisations to transform the way people work.",https://www.kope.ai/
Vidizmo,Yes,Platform,No,"Vidizmo is a Gartner-recognized Enterprise video content management solution (Saas Management Software) that can significantly benefit architecture and engineering firms. Our platform offers an array of solutions that cater to your specific needs: Project Documentation, Collaborative Design Reviews, Knowledge Sharing, Remote Collaboration, Client Communication, Integration, Data Privacy and Risk Management.",https://vidizmo.com/
CandyIcons,Yes,Design Creation,Yes,Generate app icons with AI. Create your own app icons from text in 3 easy steps.,https://www.candyicons.com/
Grok,Yes,Assistant,Yes,Conversational AI for understanding the universe. Sign in with X to join xAI's early access program. Driven by Elon Musk.,https://grok.x.ai/
Delegram,No,Assistant,Yes,Simplify Task Delegation. Effortlessly assign tasks to others and receive updates. Accessible on all WhatsApp or Telegram enabled devices globally. Try the Beta Now!,https://www.delegram.me/
Minigpt-4,Yes,Platform,No,"Chat with images! MiniGPT-4 is a tool that enhances vision-language understanding by combining a frozen visual encoder with a frozen large language model (LLM) using just one projection layer. This tool is capable of generating detailed image descriptions, creating websites from hand-written drafts, writing stories and poems inspired by given images, providing solutions to problems shown in images, and teaching users how to cook based on food photos. MiniGPT-4 is highly computationally efficient, as it only requires training the linear layer to align the visual features with the Vicuna using approximately 5 million aligned image-text pairs.",https://minigpt-4.github.io/
Dusty Robotics,No,Robotics,Yes,"What you see is what you build. Dusty FieldPrinter automates construction layout, delivering unrivaled accuracy, communication, and efficiency.",https://www.dustyrobotics.com/
timeOS,Yes,Assistant,Yes,"Your personalized AI for meeting notes & scheduling.
timeOS is the first time-aware AI built directly into your daily workflows. From capturing notes and conducting follow-ups from Zoom, Google Meet, and Teams to accurately scheduling and attending meetings for you.",https://www.timeos.ai/
AECforward,Yes,Structural Design,Yes,"1. Low Carbon Bots - Design your structures for low carbon. Integrate your cost models. Our bots use optimization and machine learning. In your workflow: Web, xls, Python , Grasshopper.
2. Data Mining Bots - Mine your past drawings using machine learning. Unlock your past data and re-use design. Understand sustainability drivers. 
3. Design Bots - Get instantaneous simulation results. Our bots learn from past simulations. A new approach for FEM and bioclimatic analysis.",https://aecforward.ai/
Interior AI,Yes,Design Creation,Yes,Interior AI is here to help you with home decoration.,https://interiorai.com/
Plannerly,Yes,Assistant,Yes,"The BIM Management Platform (BIM Planning, Model Checking + ISO 19650 Compliance). 
AI-driven? Yes: 4 x AI Features to Optimize Your AEC Documents + Contracts.",https://plannerly.com/
YouAi,Yes,Platform,Yes,"The Fastest Way To Build AI-Powered AppsCreate custom AIs for consumers, SMBs, and enterprises - no coding required.",https://youai.ai/
DreamStudio (Stable Diffusion),Yes,Design Creation,No,Online interface for Stable Diffusion.,http://beta.dreamstudio.ai/
viAct,Yes,Construction,No,"https://construction.autodesk.com/workflows/construction-software-integrations/viact/, a company dedicated to providing comprehensive monitoring of construction projects, leverages advanced AIoT (Artificial Intelligence of Things) to automate the tracking of safety, productivity, and maintenance. viAct does this by powering existing job-site cameras with scenario-based AI technology.  
The technology powers any on-site camera with scenario-based AI, making it easy to capture safety or productivity issues. ViAct then showcases data in a user-friendly dashboard that teams can quickly identify—and act on—any issues around safety or non-compliance.",https://construction.autodesk.com/workflows/construction-software-integrations/viact/
Poe,Yes,Assistant,Yes,"Poe is an app that lets you ask questions, get instant answers, and have back-and-forth conversations with AI. Gives access to GPT-4, gpt-3.5-turbo, Claude from Anthropic, and a variety of other bots. (Poe is a bot aggregator.)",https://poe.com/
AI Room Planner,Yes,Design Creation,No,Interior Design by AI. Get hundreds of interior design ideas for your room - free with no limit.,https://airoomplanner.com/
PodStash,Yes,Assistant,Yes,"10x Your Productivity. Turn any link into a short podcast. ",https://podstash.ai/
DiffCollage (by NVIDIA),Yes,Design Creation,No,"DiffCollage, a scalable probabilistic model that synthesizes large content in parallel, including long images, looped motions, and 360 images, with diffusion models only trained on pieces of the content.",https://research.nvidia.com/labs/dir/diffcollage/
Adobe Firefly,Yes,Design Creation,Yes,"Generative AI made for creators. With the beta version of the first Firefly model, you can use everyday language to generate extraordinary new content. Looking forward, Firefly has the potential to do much, much more.",https://www.adobe.com/sensei/generative-ai/firefly.html
Kaedim,Yes,Design Creation,No,"Magically generate custom 3D models in minutes. Stop losing hours to modeling tools. Generate stunning 3D art with nothing more than an image. Your own personal 3D artist.
Whether you're building VR games or 3D art, Kaedim is here to generate high-definition 3D models just for you. No modeling experience required.",https://www.kaedim3d.com/
ArchitectGPT,Yes,Design Creation,No,"Bring your dream home to life with ArchitectGPT's cutting-edge technology.
Whether you're an architect, interior designer, or real estate professional, ArchitectGPT can help you create stunning visuals of your home or property. With our advanced AI-powered technology, you can easily generate custom designs in a variety of themes, from Modern to Rustic, Art Deco to Minimalist, and more. Simply upload a photo of your home's interior or exterior and choose from our selection of 10-65+ design themes. You can even select a specific room to customize, from living rooms to kitchens, bedrooms to home theaters, and everything in between.",https://www.architectgpt.io/
Parametric Architecture,No,News,Yes,"ParametricArchitecture is a reputed publishing platform with an innovative approach to reaching and inspiring our thoughts of a future where we design to co-exist in functional, productive, and comfortable surroundings. PA is a media company researching art, architecture, and design visualized through computational, parametric, and digital design tools. These tools define and distinctly delineate how a system interacts in a coded language that will lead to envisage better environments for a better tomorrow.",https://parametric-architecture.com/
tallyCAT,No,Data Analysis,No,"tallyCAT is a free and open-access Revit plug-in that supports the export of material quantities from Revit to EC3 and allows synchronization between them. It is powered by the EC3 database, and enables users to select materials based on project needs, assess embodied carbon reduction opportunities, and produce charts and reports from within Revit.",https://www.buildingtransparency.org/tally/tallycat/
Point-E,Yes,Design Creation,Yes,"Text to 3D. Generated 3D Point Clouds. This demo uses a small, worse quality text-to-3D model to produce 3D point clouds directly from text descriptions: https://huggingface.co/spaces/openai/point-e",https://github.com/openai/point-e/tree/main
briq,No,Data Analysis,No,"Automate construction workflows from bid to completion. Take control of the complex financial processes in construction. Briq automates data entry and turns it into digestible, actionable insights so you can plan and forecast more predictable business outcomes.",https://www.briq.com/
Emma,Yes,Assistant,No,"Create an AI-powered assistant in minutes!
Quickly build a custom AI assistant powered by OpenAI's GPT-3.5 technology! Connect it to your organization's resources or upload your files, empowering the assistant to assist with any inquiries you or your team may encounter.",https://getemma.ai/
Mappr (by Stykka),No,AEC Hackathon,No,"A spatial mapping, tagging and computation platform to help in creating clean, semantic datasets of the built environment. See also: https://docs.google.com/presentation/d/1dJ9wXskQpJCg4Y_UYP4DUDbBC0_GUex8TkbslktZoVI/edit#slide=id.g1b68aacea68_5_41",https://github.com/Stykka/aec-hackathon
Vidoid,Yes,Design Creation,No,"Stunning visualizations in minutes, not hours. AI powered visualization software for architects and industry professionals.",https://www.visoid.com/
Møbel,Yes,Design Creation,No,Generate interior design variations. Transform your room with Artificial Intelligence.,https://mobel.app/
Built Robotics,No,Robotics,Yes,Robots for the Solar Revolution. Build faster and safer with the world’s first autonomous piling system.,https://www.builtrobotics.com/
Lofty,Yes,PropTech,No,"Build wealth with real estate, one brick at a time. Invest in rental properties without getting locked in (or out). Buy just a fraction of a property and collect your first rent payment later today.",https://www.lofty.ai/
Loom,Yes,Assistant,Yes,"Loom AI - Record better, faster video messages, without lifting a finger:
• Auto titles
• Auto summaries
• Auto chapters
• Auto tasks
• Filler word removal
• Silence removal",https://www.loom.com/
Material Mapper,Yes,Platform,No,"AI-powered search & forecasting tool/platform for re-using building materials.
Material Mapper’s platform gives you an insight of all buildings to be demolished, rebuilt and newly built. These are connected to the available re-use reports in addition to our estimates of the materials these buildings consist of: Reusable materials from demolitions, material amounts from renovations, amounts of excess materials from new buildings.",https://www.materialmapper.com/
Futurepedia,No,News,No,"The largest AI tools directory, updated daily.",https://www.futurepedia.io/
Modumate,No,Design Specification,No,"Next-gen 3D building design software. Modumate 3 is 3D building design software that’s fast, easy, beautiful, web-based, and automates your documents. Revolutionary design and documentation for architects and builders.",https://www.modumate.com/
Alice Technologies,Yes,Data Analysis,No,A building construction simulation platform that helps to identify and resolve issues in the design and construction process.,https://www.alicetechnologies.com
Opus Clip,Yes,Assistant,Yes,"#1 AI VIDEO CLIPPING TOOL
1 long video, 10 viral clips. Create 10x faster.
Opus Clip is a generative AI video tool that repurposes long talking videos into shorts in one click. Powered by OpenAI.",https://www.opus.pro/
KOMPAS,No,PropTech,No,"KOMPAS is an early-stage venture capital firm with offices in Amsterdam, Berlin, Copenhagen and Tel Aviv. We fund breakthrough innovations that accelerate the digital transformation and decarbonisation of the building and manufacturing industries. KOMPAS invests €1.0 – 5.0 million in Seed and Series A rounds with continued support throughout the company’s entire lifecycle.
We partner with exceptional founders who disrupt the way buildings are designed, built and managed. We strive to eliminate emissions from building and manufacturing activity, reduce energy consumption, promote sustainable building materials, eliminate waste and support a circular economy. We invest in digital technology and automation to make industrial processes from procurement to manufacturing more efficient. We operate with purpose whilst delivering strong financial returns to our investors.",https://www.kompas.vc/
Archilyse,Yes,Design Development,No,Software for converting 2D plan to 3D BIM model & automatic analysis & optimization of space.,https://www.archilyse.com/
Inakkam,Yes,Platform,No,"A company that uses Artificial Intelligence and generative design for architectural design, optimization and fabrication.",https://www.inakkam.com/
Bard,Yes,Assistant,Yes,"Meet Bard – your creative and helpful collaborator, here to supercharge your imagination, boost your productivity and bring your ideas to life. Bard is an experiment and may give inaccurate or inappropriate responses. You can help make Bard better by leaving feedback.",https://bard.google.com/
Cetopo,No,Design Development,No,"Cetopo provides high-quality landscapes and models, created from various data sources by intelligent algorithms.",https://cetopo.com/
Kaiber,Yes,Design Creation,Yes,Bring your dreams to life. Tell stories like never before with our advanced AI generation engine.,https://kaiber.ai/
BIMcert Handbook,No,Platform,No,Basic knowledge of openBIM in a single publication!,https://www.buildingsmart.co.at/wp-content/uploads/2023/03/BIMcert-Handbook-2023.pdf
AI Room Styles,Yes,Design Creation,No,"Beautify your rooms with styles and colors! 40 monthly renderings, 13 styles, and 4 colors for free. Whether you're an individual, architect, or real estate agent, you can now effortlessly transform your rooms' pictures into the dreamed ones you want in a few clicks.",https://www.airoomstyles.com/
Casafari,No,PropTech,Yes,"CASAFARI is a database aimed at real estate market professionals that aggregates and centralises all the information available online, allowing its users to follow the entire sector’s offer, as well as analyse any trends and carry out comparative market studies. For years, we have been developing artificial intelligence and machine learning, which currently allows us to centralise all information on the property market in a clean, up-to-date and comprehensive manner. Our analysis is therefore an accurate reflection of the reality of the property market.",https://www.casafari.com/
Oda Studio,Yes,Design Creation,No,Pick your style and color to customize your home in seconds with AI.,https://moodboard.odastudio.ai/
Naska.ai,Yes,Construction,Yes,"Naska.AI is an AI Construction Software platform that connects BIM data, reality capture, and the schedule. Our cloud-based platform uses data captured on-site, to automatically compare against the project (BIM model), and schedule, delivering high-quality information to reduce risk and uncertainty on project delivery.",https://naska.ai/
